Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places
38834,Water conservation urged in northern New Jersey,11/18/16,11/17/16, ,"Twelve reservoirs in northern New Jersey were collectively hovering around 52 percent of capacity, although their typical storage is about 68 percent in mid-November.  A spokesman for the Department of Environmental Protection recommended that the public conserve.  South Jersey Times (Mullica Hill, N.J.), Nov. 17, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bergen County, NJ, Essex County, NJ, Hudson County, NJ, Hunterdon County, NJ, Mercer County, NJ, Middlesex County, NJ, Morris County, NJ, Passaic County, NJ, Somerset County, NJ, Sussex County, NJ, Union County, NJ, Warren County, NJ"
38832,"Hay, pasture land in northeastern Virginia stressed from lack of rain",11/18/16,11/17/16, ,"County agricultural officials in Virginia reported that while the dry weather was beneficial for the harvest, hay and pasture lands were stressed by the lack of rain.Washington Post (D.C.), Nov. 17, 2016","Agriculture, Plants & Wildlife","District of Columbia, DC, Arlington County, VA, Fairfax County, VA, Fauquier County, VA, Loudoun County, VA, Prince William County, VA"
38933,"Greene County, Tennessee, air quality poor",12/3/16,11/16/16,11/16/16,Code red air quality for today. CoCoRaHS Report from Station #Mosheim 7.5 WSW on 11/16/2016,Society & Public Health,"Greene County, TN"
38824,"Fire danger, poor air quality hazards to citizens in Newton, North Carolina",11/17/16,11/16/16, ,"The Newton Fire Department warned citizens to exercise caution outdoors, due to poor air quality from area wildfires and the elevated fire danger.  Burn bans also remained in effect from the N.C. Forest Service and Catawba County.Hickory Daily Record (N.C.), Nov. 16, 2016","Fire, Relief, Response & Restrictions, Society & Public Health","Catawba County, NC, Newton, NC"
38823,"Water conservation requested in, around Hickory, North Carolina",11/17/16,11/16/16, ,"Water conservation was requested in and around Hickory because the community was in a Stage 1 Low Inflow Protocol, due to decreasing stream flows, lower ground water table and decreased lake storage level.  During Stage 1 LIP, water conservation was intended to range between three to five percent.  Towns affected by the conservation call include Conover, Claremont, Brookford, Catawba, Long View, parts of Alexander and Catawba counties, Icard Township Water Corporation and customers receiving water bills from Hickory.  Hickory Daily Record (N.C.), Nov. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","Alexander County, NC, Icard, NC, Catawba County, NC, Brookford, NC, Catawba, NC, Claremont, NC, Conover, NC, Hickory, NC, Longview, NC, Maiden, NC"
38822,Water conservation requested as Quabbin Reservoir in Massachusetts dipped below normal,11/17/16,11/15/16, ,"Below normal water levels in the Quabbin Reservoir prompted Massachusetts officials to urge residents of greater Boston to conserve water.  On Nov. 15, the Massachusetts Water Resources Authority announced that the Quabbin Reservoir held less than 80 percent of capacity.  The 39-square mile Quabbin holds 412 billion gallons of water when at capacity.Greenwich Time (Conn.), Nov. 16, 2016","Relief, Response & Restrictions, Water Supply & Quality","Bristol County, MA, Essex County, MA, Middlesex County, MA, Cambridge, MA, Lowell, MA, Norfolk County, MA, Quincy, MA, Plymouth County, MA, Suffolk County, MA, Boston, MA, Worcester County, MA, Worcester, MA, Providence County, RI, Providence, RI"
38833,"Low waters leading to boat ramp closures at lakes Wylie, Norman in North Carolina",11/18/16,11/15/16, ,"Drought has lowered water levels on lakes Wylie and Norman, causing Duke Energy to close boat ramps as they become unusable.  Some ramp closures were announced on Nov. 15, with the possibility of remaining ramps being closed by the week’s end.  On Lake Wylie, most ramps were closed, but the ramps at Nivens Creek Access Area were still open.Seven boat ramps at Lake Norman were also closed.WFAE-FM 90.7 (Charlotte, N.C.), Nov. 15, 2016","Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Catawba County, NC, Iredell County, NC, Lincoln County, NC, Mecklenburg County, NC, York County, SC"
38797,Fire ban in George Washington and Jefferson National forests in Virginia,12/7/16,11/15/16,12/7/16,"Recent rainfall led the U.S. Forest Service to lift the burn ban.Roanoke Times (Va.), Dec. 7, 2016A fire ban for George Washington and Jefferson National Forests means that visitors may not build, maintain or use fire outside of campgrounds and day use areas, due to ongoing drought.Roanoke Times (Va.), Nov. 15, 2016","Fire, Relief, Response & Restrictions","Letcher County, KY, Pike County, KY, Alleghany County, VA, Amherst County, VA, Augusta County, VA, Bath County, VA, Bedford County, VA, Bland County, VA, Botetourt County, VA, Carroll County, VA, Craig County, VA, Dickenson County, VA, Giles County, VA, Grayson County, VA, Highland County, VA, Montgomery County, VA, Nelson County, VA, Page County, VA, Pulaski County, VA, Roanoke County, VA, Rockbridge County, VA, Rockingham County, VA, Scott County, VA, Shenandoah County, VA, Smyth County, VA, Tazewell County, VA, Washington County, VA, Wise County, VA, Wythe County, VA, Hampshire County, WV, Hardy County, WV, Monroe County, WV, Pendleton County, WV"
38934,"Dyer County, Tennessee, dusty, burn ban in place",12/3/16,11/15/16,11/15/16,"Very dry, very dusty, needing rain bad. Burn ban in place. CoCoRaHS Report from Station #Newbern 6.5 SE on 11/15/2016",Fire,"Dyer County, TN"
38821,"Smoke hung in air in Parsippany, New Jersey",11/17/16,11/15/16, ,"Dry conditions fueled fires in Wawayanda State Park in Sussex and Passaic counties and Harriman State Park in Rockland County, New York.  The strong smell of smoke permeated the air, alarming Parsippany residents.  Morris County Daily Record (N.J.), Nov. 15, 2016","Fire, Society & Public Health","Passaic County, NJ, Sussex County, NJ, Rockland County, NY"
38936,"Wayne County, Pennsylvania, swamp completely dry",12/3/16,11/15/16,11/15/16,On the weekend I walked through a swamp that is always wet.  You normally need hip boots to walk in it but this time you could not find any water even if you used sandals on your feet.  There was no mast crop this year in this swamp.  No squirrels or no signs of deer were found. CoCoRaHS Report from Station #Canaan - 11 on 11/15/2016,"Plants & Wildlife, Water Supply & Quality","Wayne County, PA"
38943,"Jackson County, North Carolina, water use restrictions, feeding hay to sheep, burning bans in effect",12/3/16,11/14/16,11/14/16,"For a month, am having to feed hay to my sheep. State and local burning bans in effect, several uncontrolled wildfires in the county. Water use restrictions in effect in nearby municipalities. I use a private spring which is still doing OK. CoCoRaHS Report from Station #Tuckasegee 4.2 E on 11/14/2016","Agriculture, Fire, Relief, Response & Restrictions, Water Supply & Quality","Jackson County, NC"
50931,"Burn ban in middle, eastern Tennessee",4/30/20,11/14/16,12/15/16,"Gov. Bill Haslam announced a burn ban for 51 counties in Middle and Eastern Tennessee, due to ongoing drought and wildfires. The Tennessean (Nashville, Tenn.), Nov. 14, 2020","Fire, Relief, Response & Restrictions","Tennessee, Anderson County, TN, Bedford County, TN, Bledsoe County, TN, Blount County, TN, Bradley County, TN, Campbell County, TN, Cannon County, TN, Carter County, TN, Cheatham County, TN, Claiborne County, TN, Clay County, TN, Cocke County, TN, Coffee County, TN, Cumberland County, TN, Davidson County, TN, DeKalb County, TN, Dickson County, TN, Fentress County, TN, Franklin County, TN, Giles County, TN, Grainger County, TN, Greene County, TN, Grundy County, TN, Hamblen County, TN, Hamilton County, TN, Hancock County, TN, Hawkins County, TN, Hickman County, TN, Houston County, TN, Humphreys County, TN, Jackson County, TN, Jefferson County, TN, Johnson County, TN, Knox County, TN, Lawrence County, TN, Lewis County, TN, Lincoln County, TN, Loudon County, TN, Macon County, TN, Marion County, TN, Marshall County, TN, Maury County, TN, McMinn County, TN, Meigs County, TN, Monroe County, TN, Montgomery County, TN, Moore County, TN, Morgan County, TN, Overton County, TN, Perry County, TN, Pickett County, TN, Polk County, TN, Putnam County, TN, Rhea County, TN, Roane County, TN, Robertson County, TN, Rutherford County, TN, Scott County, TN, Sequatchie County, TN, Sevier County, TN, Smith County, TN, Stewart County, TN, Sullivan County, TN, Sumner County, TN, Trousdale County, TN, Unicoi County, TN, Union County, TN, Van Buren County, TN, Warren County, TN, Washington County, TN, Wayne County, TN, White County, TN, Williamson County, TN, Wilson County, TN"
